nr;kuenstler_id;kuenstler;theoretiker_id;theoretiker;text;frage
154;eva-hesse;Eva Hesse;judith-butler;Judith Butler;Eva Hesse wiederholt Formen, ohne identische Körper hervorzubringen. Judith Butler versteht Wiederholung als einen Vollzug, durch den eine Ordnung fortbesteht und sich verändern kann. Bei Hesse ist diese Veränderung materiell sichtbar. Jede Ausführung gehört zur Serie und bleibt trotzdem ein eigener Körper.;Wie viel Unterschied verträgt eine Serie?
155;louise-bourgeois;Louise Bourgeois;lucy-suchman;Lucy Suchman;Louise Bourgeois entwirft Cells als präzise Räume, aber sie schreibt nicht fest, wie jemand sie erlebt. Lucy Suchman zeigt, dass eine Situation im Gebrauch mehr hervorbringt als ihr Plan. Bei Bourgeois verändern Blickrichtung, Nähe und Bewegung, was zugänglich oder verborgen erscheint. Die räumliche Ordnung bleibt, die Erfahrung entsteht im Durchgang.;Was entsteht erst beim Durchqueren einer Cell?
156;rebecca-horn;Rebecca Horn;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;Rebecca Horn verbindet Körper mit Maschinen, deren Bewegungen sich wiederholen können. Wendy Hui Kyong Chun untersucht Gewohnheiten, durch die technische Ordnungen selbstverständlich werden. Horn verhindert diese Selbstverständlichkeit. Ihre Apparate machen jede Wiederholung spürbar, weil der Körper sich immer wieder neu zu ihr verhalten muss.;Wann wird Technik zur Gewohnheit?
157;doris-salcedo;Doris Salcedo;hannah-arendt;Hannah Arendt;Doris Salcedo bringt Erfahrungen von Verlust in einen öffentlichen Raum, ohne sie zu vereinheitlichen. Hannah Arendt denkt eine gemeinsame Welt als Raum zwischen verschiedenen Menschen. Salcedos Arbeiten zeigen, dass Gemeinsamkeit nicht dieselbe Erfahrung voraussetzt. Eine materielle Spur kann geteilt werden, während die jeweiligen Erinnerungen verschieden bleiben.;Wie kann Erinnerung gemeinsam sein, ohne gleich zu werden?
158;eva-hesse;Eva Hesse;karen-barad;Karen Barad;Eva Hesse trennt Form und Material nicht sauber voneinander. Karen Barad versteht Eigenschaften ebenfalls nicht als vollständig unabhängig von den Anordnungen, in denen sie hervortreten. Bei Hesse verändert das Material, was die serielle Form überhaupt sein kann. Schwerkraft, Elastizität und Alterung gehören zur Gestalt des Werks.;Wo endet die Form und beginnt das Material?
159;louise-bourgeois;Louise Bourgeois;elena-esposito;Elena Esposito;Elena Esposito interessiert sich für Kontingenz, also dafür, dass Gegenwart auch anders hätte werden können. Louise Bourgeois kehrt zu ihrer Vergangenheit immer wieder in neuen Formen zurück. Die Ereignisse selbst werden dadurch nicht veränderbar, wohl aber die Ordnung, in der sie erinnert werden. Erinnerung kann vergangene Möglichkeiten wieder sichtbar machen, ohne die Vergangenheit zurückzunehmen.;Kann Erinnerung vergangene Möglichkeiten wieder öffnen?
160;rebecca-horn;Rebecca Horn;lucy-suchman;Lucy Suchman;Rebecca Horns Maschinen und Körper teilen nicht dieselbe Situation auf dieselbe Weise. Lucy Suchmans Arbeiten zur Mensch-Maschine-Interaktion zeigen, wie leicht technische Systeme und Menschen einander scheinbar verstehen, obwohl sie auf verschiedene Informationen zugreifen. Horns Apparate machen diese Differenz körperlich. Der Mechanismus führt eine Bewegung aus, während der Körper Gewicht, Widerstand und Bedeutung erlebt.;Verstehen Körper und Maschine dieselbe Bewegung?
161;doris-salcedo;Doris Salcedo;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;Doris Salcedo schafft materielle Spuren, die nicht durch ständige Aktualisierung neu erscheinen müssen. Wendy Hui Kyong Chun beschreibt digitale Gegenwart dagegen als etwas, das durch Wiederholung und Update fortbesteht. Salcedos Arbeiten setzen dem eine langsamere Form der Dauer entgegen. Ihre Materialien bleiben und verändern sich, ohne sich als neu auszugeben.;Muss Erinnerung aktualisiert werden, um wirksam zu bleiben?
162;louise-bourgeois;Louise Bourgeois;susan-leigh-star;Susan Leigh Star;Louise Bourgeois' Cells verbinden persönliche Dinge, räumliche Grenzen und institutionelle Ausstellung. Susan Leigh Star untersucht Grenzobjekte, an denen verschiedene soziale Welten zusammenarbeiten können, ohne dass alle dasselbe darin sehen. Auch eine Cell hält unterschiedliche Lesarten aus. Ihre Einheit verlangt keine einheitliche Bedeutung.;Wie viel Verschiedenheit hält ein gemeinsames Objekt aus?
163;rebecca-horn;Rebecca Horn;hannah-arendt;Hannah Arendt;Rebecca Horn verändert mit Prothesen und Maschinen, wie ein Körper im Raum erscheint. Hannah Arendt versteht Öffentlichkeit als einen Raum, in dem Menschen vor anderen sichtbar werden. Horns Erweiterungen betreffen deshalb nicht nur private Körpererfahrung. Sie verändern auch die Form, in der ein Körper anderen gegenübertritt.;Wie verändert Technik unser öffentliches Erscheinen?
164;doris-salcedo;Doris Salcedo;lucy-suchman;Lucy Suchman;Doris Salcedo gestaltet Situationen des Erinnerns sehr genau, ohne festlegen zu können, wie einzelne Menschen darauf reagieren. Lucy Suchman unterscheidet zwischen einer geplanten Anordnung und dem Handeln, das sich darin entwickelt. Bei Salcedo bleibt diese Differenz wichtig. Das Werk kann eine Begegnung ermöglichen, aber keine bestimmte Erinnerung vorschreiben.;Was kann ein Erinnerungsort nicht planen?
165;louise-bourgeois;Louise Bourgeois;hannah-arendt;Hannah Arendt;Louise Bourgeois macht persönliche Erinnerung in Räumen und Dingen öffentlich zugänglich. Hannah Arendt fragt, wie eine gemeinsame Welt zwischen verschiedenen Menschen entstehen kann. Eine Cell überführt private Erfahrung nicht einfach in gemeinsames Wissen. Sie stellt etwas zwischen die Betrachtenden, zu dem jede Person eine eigene Beziehung aufbauen kann.;Wann wird persönliche Erinnerung Teil einer gemeinsamen Welt?
166;on-kawara;On Kawara;george-spencer-brown;George Spencer-Brown;George Spencer-Brown beginnt mit dem Ziehen einer Grenze. Erst dadurch entstehen zwei Seiten. On Kawaras Datumsbilder beruhen auf einer ähnlich elementaren Unterscheidung: Dieser Tag und alle anderen Tage. Die Grenze ist jedoch zeitlich. Mit Mitternacht wird aus dem Heute unwiderruflich ein Gestern. Kawaras Regel, ein Bild nur am bezeichneten Tag fertigzustellen, macht diese Grenze materiell wirksam. Das Datum bezeichnet deshalb nicht nur eine Stelle im Kalender. Es hält den Moment fest, in dem eine zeitliche Unterscheidung irreversibel geworden ist.;Wann wird aus einer Grenze Vergangenheit?
167;bruce-nauman;Bruce Nauman;george-spencer-brown;George Spencer-Brown;Bruce Nauman wiederholt Bewegungen, Gesten und Sätze, bis das scheinbar Gleiche Unterschiede hervorbringt. George Spencer-Brown beschreibt Form als Folge einer Unterscheidung: Eine Grenze trennt zwei Seiten. Naumans Loops stellen eine einfache Frage an diese Vorstellung. Wenn dieselbe Bewegung wieder beginnt, wird dann dieselbe Grenze erneut gezogen? Körper, Aufmerksamkeit und Zeitpunkt haben sich inzwischen verändert. Die Form kann wiederkehren, aber die Situation ihrer Unterscheidung nicht. Wiederholung wäre damit kein Kreisen innerhalb einer festen Form, sondern ein fortgesetztes Neuziehen ihrer Grenze.;Kann dieselbe Grenze zweimal gezogen werden?
168;dan-graham;Dan Graham;michel-serres;Michel Serres;Dan Graham baut mit Glas und Spiegeln Grenzen, die gerade deshalb interessant sind, weil sie nicht einfach abschließen. Sie trennen Räume und lassen zugleich Licht, Blick und Spiegelbild passieren. Michel Serres interessiert sich für Passagen und dafür, dass Vermittlung niemals neutral bleibt. Grahams Glaswand ist deshalb zugleich Grenze und Kanal. Wer hindurchblickt, sieht nicht einfach die andere Seite. Spiegelung, Position und Bewegung verändern das Verhältnis zwischen hier und dort. Die Grenze vermittelt genau dadurch, dass sie trennt.;Wann wird eine Grenze zum Kanal?
169;dan-graham;Dan Graham;elena-esposito;Elena Esposito;Dan Grahams zeitverzögertes Video macht die Gegenwart erst sichtbar, nachdem sie vergangen ist. Was ich auf dem Monitor sehe, habe ich gerade getan. Während dieses Bild erscheint, entsteht bereits die Erwartung des nächsten. Elena Esposito untersucht, wie Zukunft in der Gegenwart wirksam wird, obwohl sie noch nicht eingetreten ist. Grahams Verzögerung erzeugt genau diese Spannung: Sie verwandelt Gegenwart fortlaufend in Vergangenheit und öffnet dadurch zugleich einen Horizont dessen, was gleich erscheinen wird. Zukunft entsteht hier nicht trotz der Verzögerung, sondern durch sie.;Erzeugt Verzögerung Zukunft?
170;robert-smithson;Robert Smithson;george-spencer-brown;George Spencer-Brown;Robert Smithsons Site und Non-Site existieren nur durch eine Unterscheidung. Material befindet sich im Ausstellungsraum und verweist zugleich auf einen Ort außerhalb von ihm. George Spencer-Brown zeigt, dass eine Grenze zwei Seiten nicht nur trennt, sondern überhaupt erst als Seiten einer Form bestimmbar macht. Bei Smithson ermöglicht genau diese Trennung eine gemeinsame Adresse für etwas Abwesendes. Besucher:innen müssen die entfernte Landschaft nicht gemeinsam betreten. Sie können sich im Museum auf sie beziehen, weil Site und Non-Site unterschieden und miteinander verbunden bleiben.;Kann eine Grenze einen abwesenden Ort gemeinsam zugänglich machen?
171;robert-smithson;Robert Smithson;gilbert-simondon;Gilbert Simondon;Robert Smithsons Orte verändern sich weiter, nachdem eine künstlerische Entscheidung getroffen wurde. Wasser, Salz, Wetter und Material setzen ihre Geschichte fort. Gilbert Simondon versteht ein Individuum nicht als fertige Form, sondern als vorläufigen Zustand eines fortdauernden Prozesses. Damit wird bei Smithson eine einfache Frage schwierig: Was genau bleibt an einem Ort identisch? Die Stelle ist wiederauffindbar, ihr materieller Zustand jedoch nicht. Identität könnte deshalb weniger im unveränderten Zustand liegen als in der fortgesetzten Geschichte eines Ortes.;Wie bleibt ein Ort derselbe, wenn er sich verändert?
172;eva-hesse;Eva Hesse;henri-bergson;Henri Bergson;Eva Hesses Materialien altern, hängen, verfärben sich und verändern ihre Spannung. Solche Veränderungen lassen sich als Folge einzelner Zustände dokumentieren. Henri Bergson warnt jedoch davor, Zeit mit einer Reihe nebeneinandergelegter Zustände zu verwechseln. Dauer bedeutet, dass Vergangenes im gegenwärtigen Zustand weiterwirkt. Hesses Material macht diesen Gedanken beinahe körperlich sichtbar. Das heutige Latex ersetzt nicht das gestrige. Seine gegenwärtige Form ist aus seiner bisherigen Geschichte hervorgegangen.;Kann ein Material Dauer haben?
173;on-kawara;On Kawara;hannah-arendt;Hannah Arendt;On Kawara macht einen einzelnen Tag zu einem dauerhaften Gegenstand. Hannah Arendt versteht die gemeinsame Welt als etwas, das zwischen verschiedenen Menschen bestehen kann und ihre jeweiligen Lebenszeiten überdauert. Kawaras Datumsbild beginnt dagegen mit einem radikal persönlichen Jetzt. Nur an diesem einen Tag kann es entstehen. Sobald es fertig ist, kann genau dieser vergangene Tag jedoch von vielen Menschen zu verschiedenen Zeiten betrachtet werden. Ein einmaliges Jetzt erhält dadurch einen Platz in einer gemeinsamen Welt.;Wann wird ein einzelner Tag gemeinsam?
174;sol-lewitt;Sol LeWitt;hannah-arendt;Hannah Arendt;Sol LeWitts Instruktionen erlauben es verschiedenen Menschen, an verschiedenen Orten dasselbe Werk auszuführen. Hannah Arendt denkt eine gemeinsame Welt nicht als Übereinstimmung aller Beteiligten, sondern als etwas, auf das Menschen aus unterschiedlichen Positionen Bezug nehmen können. Eine Wall Drawing verbindet solche Positionen auf ungewöhnliche Weise. Die Ausführenden müssen nicht dasselbe sehen, denken oder tun. Trotzdem beziehen ihre verschiedenen Handlungen sich auf eine gemeinsame Regel und bringen ein Werk hervor, das zwischen ihnen Bestand gewinnt.;Kann eine Regel etwas Gemeinsames hervorbringen?
175;tehching-hsieh;Tehching Hsieh;elena-esposito;Elena Esposito;Tehching Hsieh legt zu Beginn einer Performance fest, was er über Monate oder ein ganzes Jahr tun wird. Damit erhält eine noch nicht gelebte Zukunft bereits in der Gegenwart eine konkrete Form. Elena Esposito untersucht, wie Erwartungen und Prognosen Kommendes wirksam machen, ohne es bereits zu kennen. Bei Hsieh ist die Regel bekannt, die zukünftige Erfahrung jedoch nicht. Müdigkeit, Krankheit, Aufmerksamkeit und Lebenszeit müssen erst eintreten. Der Vertrag beschreibt eine Zukunft und beginnt gerade dadurch schon jetzt, den Körper zu organisieren.;Wann beginnt Zukunft auf einen Körper zu wirken?
176;james-turrell;James Turrell;elena-esposito;Elena Esposito;James Turrell baut Situationen, in denen Sehen Zeit braucht. Augen passen sich an, Lichtverhältnisse verändern sich und eine zunächst leere Fläche kann allmählich Tiefe gewinnen. Elena Esposito untersucht, wie Erwartungen eine Zukunft in der Gegenwart wirksam machen. Auch bei Turrell sehen wir deshalb nicht nur, was gerade vorhanden ist. Wir warten auf Veränderung, rechnen mit dem nächsten Moment und richten unsere Aufmerksamkeit darauf aus. Die Zukunft des Sehens wirkt schon mit, bevor etwas Neues erscheint.;Wann wird Erwartung Teil des Sehens?
177;felix-gonzalez-torres;Felix Gonzalez-Torres;michel-serres;Michel Serres;Felix Gonzalez-Torres lässt Teile seiner Werke den Ausstellungsraum verlassen. Papier wird mitgenommen, Bonbons werden gegessen und Bestände später ergänzt. Michel Serres interessiert sich für Passage und dafür, dass eine Übertragung das Übertragene nicht einfach unverändert von einem Ort zum anderen bringt. Bei Gonzalez-Torres gehört diese Veränderung zur Identität des Werks. Es bleibt nicht trotz seiner Zirkulation bestehen, sondern gerade durch sie.;Kann Weitergabe eine Form erhalten?
178;christian-marclay;Christian Marclay;hannah-arendt;Hannah Arendt;Christian Marclays The Clock verbindet Tausende Filmfragmente zu einer Zeit, die mit der Uhrzeit des Publikums zusammenfällt. Hannah Arendt beschreibt eine gemeinsame Welt als etwas, das zwischen verschiedenen Menschen besteht, ohne ihre Perspektiven gleichzumachen. Marclay stellt dafür einen ungewöhnlichen gemeinsamen Gegenstand bereit. Verschiedene Menschen sehen verschiedene Bilder, sitzen unterschiedlich lange im Raum und bringen ihre eigenen Erinnerungen mit. Trotzdem befinden sie sich für einen Moment im selben montierten Jetzt.;Kann eine gemeinsame Gegenwart montiert werden?
179;felix-gonzalez-torres;Felix Gonzalez-Torres;elena-esposito;Elena Esposito;Felix Gonzalez-Torres definiert Werke so, dass ihre zukünftigen Zustände offen bleiben. Bonbons können verschwinden und ergänzt, Papierstapel abgetragen und erneuert werden. Elena Esposito untersucht, wie Zukunft gegenwärtig organisiert wird, ohne bereits festzustehen. Bei Gonzalez-Torres gehört diese Offenheit zur Werkidentität. Das Werk enthält nicht seinen nächsten Zustand, sondern Regeln dafür, welche Veränderungen es künftig als dasselbe Werk überstehen kann.;Gehört Zukunft zur Identität eines Werks?
180;william-kentridge;William Kentridge;hannah-arendt;Hannah Arendt;William Kentridge arbeitet mit Bildern, in denen politische Geschichte nicht abgeschlossen erscheint. Zeichnungen werden gelöscht und verändert, während frühere Zustände als Spuren sichtbar bleiben. Hannah Arendt versteht die gemeinsame Welt als etwas, das zwischen Menschen Bestand gewinnt und zugleich durch ihr Handeln verändert werden kann. Bei Kentridge wird Vergangenheit deshalb weder beseitigt noch einfach bewahrt. Sie bleibt als veränderter Untergrund gegenwärtigen Handelns erhalten. Eine gemeinsame Welt besitzt Geschichte, ohne durch sie vollständig festgelegt zu sein.;Wie viel Vergangenheit braucht eine gemeinsame Zukunft?
181;doris-salcedo;Doris Salcedo;george-spencer-brown;George Spencer-Brown;George Spencer-Brown beginnt mit einer Grenze, durch die zwei Seiten entstehen. Doris Salcedo arbeitet mit Rissen, blockierten Durchgängen und Dingen, in denen Trennung körperlich spürbar wird. Eine Grenze erscheint bei ihr deshalb nicht als neutrale Linie. Sie kann eine vergangene Gewalt oder einen Ausschluss gegenwärtig halten. Der Raum wird geteilt, und gerade diese Teilung bleibt als Spur wirksam.;Kann eine Grenze erinnern?
182;louise-bourgeois;Louise Bourgeois;michel-foucault;Michel Foucault;Louise Bourgeois baut mit ihren Cells Räume, in denen Sehen und Zugang genau geregelt sind. Michel Foucault untersucht Anordnungen danach, wie sie Sichtbarkeit verteilen und Positionen hervorbringen. Bei Bourgeois steht man vor Gittern, Türen und Öffnungen, blickt hinein und bleibt zugleich draußen. Die Cell zeigt nicht nur Dinge. Sie organisiert, von welcher Stelle aus etwas sichtbar oder verborgen wird.;Wer darf in einer Cell sehen und wer bleibt draußen?
183;on-kawara;On Kawara;lucy-suchman;Lucy Suchman;On Kawaras Datumsbilder folgen einer strengen Regel: Das Bild muss an dem Tag fertig werden, den es bezeichnet. Gelingt das nicht, kann die Regel nicht einfach am nächsten Tag fortgesetzt werden. Lucy Suchman zeigt, dass Pläne erst in konkreten Situationen handlungswirksam werden. Bei Kawara trifft die abstrakte Kalenderordnung deshalb auf Müdigkeit, Arbeitszeit und Mitternacht. Die Situation entscheidet, ob aus dem Plan überhaupt ein Werk wird.;Wann entscheidet die Situation über eine Regel?
184;bruce-nauman;Bruce Nauman;michel-serres;Michel Serres;Bruce Nauman lässt Bewegungen, Wörter und Bilder in Schleifen zurückkehren. Michel Serres interessiert sich für Passage und für Störungen, die beim Durchgang entstehen. Ein Loop scheint zunächst jede Passage aufzuheben, weil er wieder an seinen Anfang gelangt. Doch Körper, Aufmerksamkeit und Bedeutung kehren nicht unverändert zurück. Jede Runde trägt etwas von der vorherigen mit und fügt eine neue Abweichung hinzu.;Kann eine Wiederholung ohne Störung zurückkehren?
185;felix-gonzalez-torres;Felix Gonzalez-Torres;hannah-arendt;Hannah Arendt;Hannah Arendt verbindet die gemeinsame Welt mit Dingen, die zwischen Menschen Bestand gewinnen. Felix Gonzalez-Torres schafft Werke, deren einzelne Bestandteile gerade nicht dauerhaft sein müssen. Bonbons werden gegessen, Blätter mitgenommen und später ersetzt. Dennoch bleibt ein Werk vorhanden, auf das verschiedene Menschen zu verschiedenen Zeiten Bezug nehmen können. Dauer liegt hier nicht im einzelnen Ding, sondern in einer gemeinsam erhaltenen Form.;Kann ein vergängliches Werk Teil einer gemeinsamen Welt bleiben?
186;william-kentridge;William Kentridge;george-spencer-brown;George Spencer-Brown;William Kentridge zeichnet Figuren, löscht sie und zeichnet auf derselben Fläche weiter. George Spencer-Brown beginnt mit einer Grenze, durch die eine Form überhaupt erst entsteht. Bei Kentridge verschwindet eine gezogene Grenze jedoch nie vollständig. Radieren hinterlässt Schatten, Verschmierungen und Reste, die in die nächste Zeichnung eingehen. Die Unterscheidung kann aufgehoben werden, ohne wieder einen unmarkierten Anfang herzustellen.;Was bleibt von einer gelöschten Grenze?
187;tehching-hsieh;Tehching Hsieh;michel-foucault;Michel Foucault;Michel Foucault untersucht Zeitpläne, Wiederholungen und Kontrollen als Techniken, durch die Körper geordnet werden. Tehching Hsieh setzt sich selbst über lange Zeiträume extremen Regeln aus. Bei der Stechuhrperformance wird jede Stunde zu einer vorgeschriebenen Stelle für den Körper. Der entscheidende Unterschied liegt darin, dass diese Disziplin als künstlerische Regel selbst gewählt und öffentlich gemacht wird. Gerade dadurch wird ihre Wirkung auf den Alltag sichtbar.;Was geschieht, wenn Disziplin selbst gewählt wird?
188;dan-graham;Dan Graham;gregory-bateson;Gregory Bateson;Dan Grahams Spiegel und Videoverzögerungen führen Beobachtungen wieder in die Situation zurück, aus der sie entstanden sind. Gregory Bateson interessiert sich für Rückkopplungen, in denen ein Ergebnis zur Bedingung des nächsten Schritts wird. Bei Graham sieht eine Person nicht nur ein Bild von sich. Dieses Bild verändert, wie sie sich weiter bewegt und beobachtet. Beobachtung wird damit Teil eines Kreislaufs, der seine eigene Situation fortlaufend verändert.;Wann wird Beobachtung zu Rückkopplung?
189;donald-judd;Donald Judd;george-spencer-brown;George Spencer-Brown;George Spencer-Brown beginnt mit einer Unterscheidung, die zwei Seiten voneinander trennt. Donald Judds Arbeiten machen deutlich, dass auch der Abstand zwischen Dingen eine solche Trennung leisten kann. Der Zwischenraum ist nicht bloß leer. Er hält Körper auseinander, bestimmt ihre Beziehung und lässt eine Folge einzelner Formen entstehen. Ohne Abstand würden die Elemente zu einer anderen Form zusammenfallen.;Kann ein Abstand eine Form erzeugen?
190;bruce-nauman;Bruce Nauman;gilbert-simondon;Gilbert Simondon;Gilbert Simondon versteht Individuation als einen Prozess, in dem ein Individuum nicht von Anfang an fertig vorliegt. Bruce Nauman wiederholt körperliche Bewegungen so lange, bis Haltung, Rhythmus und Belastung sich verändern. Die Anweisung bleibt erkennbar, doch der ausführende Körper wird mit jedem Durchgang ein anderer Zustand seiner selbst. Wiederholung stabilisiert die Handlung und verändert zugleich denjenigen, der sie ausführt.;Wird der Körper durch Wiederholung ein anderer?
191;james-turrell;James Turrell;gregory-bateson;Gregory Bateson;Gregory Bateson beschreibt Information als einen Unterschied, der einen weiteren Unterschied macht. James Turrell arbeitet mit Lichtverhältnissen, in denen kleinste Veränderungen erst nach einer Weile wahrnehmbar werden. Ein physikalischer Unterschied allein genügt deshalb nicht. Körper, Anpassung und räumlicher Zusammenhang entscheiden mit, ob er überhaupt als Unterschied erscheint. Information entsteht hier an der Schwelle der Wahrnehmung.;Wann wird ein Lichtunterschied zu Information?
192;william-kentridge;William Kentridge;michel-foucault;Michel Foucault;Michel Foucault versteht Archive nicht als neutrale Speicher der Vergangenheit, sondern als Ordnungen, unter denen etwas sichtbar und sagbar werden kann. William Kentridge greift historische Bilder, Dokumente und politische Erinnerungen auf, zeichnet sie um und setzt sie in neue Folgen. Geschichte erscheint dadurch nicht als fertiger Bestand. Ihre Spuren werden neu angeordnet und erhalten andere Nachbarschaften.;Welche Geschichte erzeugt eine neue Ordnung der Spuren?
193;tehching-hsieh;Tehching Hsieh;gilles-deleuze;Gilles Deleuze;Gilles Deleuze trennt Wiederholung vom bloßen Auftreten des Gleichen. Tehching Hsiehs Regeln treiben diese Unterscheidung ins Extrem. In der Stechuhrperformance kehrt jede Stunde formal dieselbe Handlung zurück, während Körper, Müdigkeit und Lebenszeit unwiderruflich weitergehen. Die strenge Gleichheit der Regel macht sichtbar, wie verschieden jeder einzelne Vollzug ist.;Wie viel Differenz erzeugt dieselbe Stunde?
194;dan-graham;Dan Graham;gilbert-simondon;Gilbert Simondon;Gilbert Simondon beschreibt Individuation als einen Prozess zwischen Individuum und Umgebung. Dan Grahams Pavillons machen eine solche Beziehung unmittelbar sichtbar. Spiegelung, Durchsicht und Standort verändern fortlaufend, was als Beobachter, Gegenüber und Umgebung erscheint. Die betrachtende Person steht nicht einfach vor einer fertigen Situation. Ihre Position entsteht mit der räumlichen Anordnung immer wieder neu.;Entsteht eine Beobachterposition erst im Raum?
195;donald-judd;Donald Judd;jacques-derrida;Jacques Derrida;Donald Judd trennt Körper durch präzise Abstände und macht den Zwischenraum zu einem wesentlichen Teil der Arbeit. Jacques Derrida verwendet den Gedanken des Abstands nicht nur räumlich. Identität entsteht für ihn auch dadurch, dass etwas sich von anderem unterscheidet und nicht vollständig mit sich selbst zusammenfällt. Judds Intervalle geben dieser abstrakten Differenz eine konkrete räumliche Form.;Kann ein Zwischenraum bestimmen, was ein Ding ist?
196;bruce-nauman;Bruce Nauman;claude-shannon;Claude Shannon;Claude Shannon trennt die technische Übertragung einer Nachricht von ihrer Bedeutung. Bruce Nauman wiederholt Wörter und Sätze so lange, dass Klang, Rhythmus und körperliche Anstrengung wichtiger werden können als der ursprüngliche Sinn. Die Folge der Zeichen kann dabei nahezu gleich bleiben, während ihre Wirkung sich verschiebt. Ein stabiler Signalverlauf garantiert keine stabile Bedeutung.;Kann dieselbe Nachricht ihre Bedeutung verlieren?
197;james-turrell;James Turrell;george-spencer-brown;George Spencer-Brown;George Spencer-Brown beginnt Form mit dem Ziehen einer Grenze. James Turrell zeigt, wie wenig dafür manchmal nötig ist. Eine Öffnung, eine Kante oder ein Wechsel der Lichtzone kann ein scheinbar grenzenloses Feld plötzlich als Form erscheinen lassen. Die Grenze fügt dem Licht kein neues Objekt hinzu. Sie macht einen Unterschied sichtbar, der ohne sie anders oder gar nicht wahrgenommen würde.;Wann macht eine Grenze Licht zur Form?
198;william-kentridge;William Kentridge;michel-serres;Michel Serres;Michel Serres interessiert sich für Übersetzungen und Passagen, bei denen etwas den Weg nicht unverändert übersteht. William Kentridge lässt Zeichnung in Film, Projektion, Theater, Musik und Bewegung übergehen. Jeder Medienwechsel erhält etwas und verändert zugleich Rhythmus, Maßstab und Wahrnehmung. Das Werk besitzt deshalb keinen neutralen Kanal zwischen seinen Formen.;Was verändert sich beim Wechsel des Mediums?
199;tehching-hsieh;Tehching Hsieh;claude-shannon;Claude Shannon;Tehching Hsiehs Stechuhrperformance erzeugt eine enorme Folge klarer Zeitstempel. Claude Shannon könnte solche unterscheidbaren Zeichen als übertragbare Information behandeln. Doch der Stempel enthält nicht die Müdigkeit, den Schlafmangel oder die verlorene Bewegungsfreiheit, die zu seiner Herstellung gehören. Hsieh macht sichtbar, wie weit ein präzises Datum von der körperlich verbrachten Zeit entfernt sein kann.;Wie viel Leben passt in einen Zeitstempel?
200;dan-graham;Dan Graham;henri-bergson;Henri Bergson;Dan Grahams Videoverzögerungen teilen Zeit in genau messbare Sekunden. Henri Bergson unterscheidet solche messbare Zeit von gelebter Dauer. Vor dem Monitor treffen beide aufeinander. Zehn Sekunden lassen sich technisch exakt festlegen, während das Erlebnis, sich selbst verspätet wiederzusehen, sich nicht in dieselben Einheiten zerlegen lässt. Die gemessene Verzögerung erzeugt eine Dauer, die anders vergeht als die Uhr.;Wie lang sind zehn Sekunden in der Wahrnehmung?
201;donald-judd;Donald Judd;hannah-arendt;Hannah Arendt;Hannah Arendt gibt den Dingen einer gemeinsamen Welt Bedeutung, weil sie zwischen verschiedenen Menschen Bestand gewinnen können. Donald Judds Objekte sind auf Dauer, Material und präzise räumliche Beziehungen angelegt. Betrachtende kommen und gehen, während dieselben Körper und Abstände erneut zum Bezugspunkt werden. Das Werk verbindet verschiedene Wahrnehmungsmomente durch eine relativ stabile räumliche Ordnung.;Wie stiftet ein Ding gemeinsame Dauer?
202;bruce-nauman;Bruce Nauman;susan-leigh-star;Susan Leigh Star;Susan Leigh Star untersucht Infrastrukturen, die besonders dann unsichtbar bleiben, wenn sie reibungslos funktionieren. Bruce Nauman macht aus einem gewöhnlichen Durchgang häufig das Gegenteil. Enge Korridore, Kameras und räumliche Beschränkungen lassen Breite, Zugang und Kontrolle plötzlich auffallen. Was sonst nur den Weg ermöglicht, wird selbst zum Gegenstand der Wahrnehmung.;Wann wird ein Durchgang zur sichtbaren Infrastruktur?
203;james-turrell;James Turrell;susan-leigh-star;Susan Leigh Star;James Turrells Arbeiten können den Eindruck erzeugen, Licht erscheine beinahe ohne Vermittlung. Susan Leigh Star richtet den Blick dagegen auf die Infrastrukturen, die im Hintergrund einer Erfahrung arbeiten. Architektur, Strom, technische Steuerung und räumliche Abschirmung gehören auch bei Turrell zu den Bedingungen des Sehens. Gerade weil sie kaum auffallen, kann das Licht so unmittelbar erscheinen.;Was muss im Hintergrund funktionieren, damit Licht unmittelbar erscheint?
204;william-kentridge;William Kentridge;heinz-von-foerster;Heinz von Foerster;William Kentridge zeichnet, löscht und arbeitet auf den Resten der vorherigen Zeichnung weiter. Heinz von Foerster beschreibt rekursive Prozesse, deren Ergebnisse wieder in die Bedingungen der nächsten Operation eingehen. Kentridges Blatt funktioniert genau so, ohne zu einem geschlossenen Kreislauf zu werden. Jede neue Zeichnung reagiert auf eine Oberfläche, die durch die vorherige bereits verändert wurde.;Wann beginnt ein Bild auf seine eigene Geschichte zu reagieren?
205;tehching-hsieh;Tehching Hsieh;michel-serres;Michel Serres;Tehching Hsieh entwirft Regeln, die möglichst ohne Ausnahme über lange Zeit gelten sollen. Michel Serres interessiert sich für Störung und dafür, dass ein Kanal oft gerade durch seine Unterbrechungen sichtbar wird. Bei Hsieh bedrohen Schlaf, Müdigkeit, Krankheit und Alltag fortwährend die reine Fortsetzung der Regel. Die mögliche Störung gehört deshalb zur Performance, auch wenn sie vermieden werden soll.;Wann macht eine Störung die Regel sichtbar?
